name,oldest_mya,youngest_mya,lat,lng,country_code
Pneumatoraptor fodori,85.7,83.6,47.22,17.6,HU
Gryposaurus notabilis,83.6,72.2,50.67,-111.6,CA
Amphicoelias,149.2,143.1,-16.26,30.69,ZW
Hypselospinus fittoni,137.05,132.6,50.86,0.44,UK
Hylaeosaurus,137.05,132.6,50.86,0.44,UK
Baryonyx,137.05,132.6,50.86,0.44,UK
Hypselospinus fittoni,137.05,132.6,51.86,0.44,UK
Polacanthus,137.05,132.6,51.86,0.44,UK
Zalmoxes robustus,72.2,66.0,45.55,22.92,RO
Struthiosaurus transylvanicus,72.2,66.0,45.55,22.92,RO
Rhabdodon priscus,72.2,66.0,45.55,22.92,RO
Rhabdodon suessi,72.2,66.0,45.55,22.92,RO
Zalmoxes robustus,72.2,66.0,45.99,23.44,RO
Telmatosaurus transsylvanicus,72.2,66.0,45.62,22.78,RO
Ferenceratops shqiperorum,72.2,66.0,45.62,22.78,RO
Bistahieversor sealeyi,83.6,72.2,36.29,-108.55,US
Bistahieversor sealeyi,83.6,72.2,36.29,-108.55,US
Sinoceratops zhuchengensis,83.6,72.2,37.47,120.98,CN
Shantungosaurus giganteus,83.6,72.2,37.47,120.98,CN
Brachiosaurus,154.8,143.1,40.41,-109.22,US
Neuquenornis volans,85.7,83.6,-38.99,-68.23,AR
Yezosaurus mikasaensis,85.7,72.2,43.2,142.02,JP
Incisivosaurus,121.4,100.5,41.81,121.99,CN
Incisivosaurus,121.4,100.5,42.0,121.69,CN
Incisivosaurus,121.4,100.5,42.0,121.69,CN
Archaeovolans repatriatus,121.4,113.2,41.49,120.23,CN
Scansoriopteryx heilmanni,125.77,119.57,41.37,121.42,CN
Microraptor,121.4,113.2,43.64,120.43,CN
Barapasaurus tagorei,199.5,184.2,19.22,79.52,IN
Tornieria africana,152.21,149.2,-9.68,39.21,TZ
Giraffatitan brancai,149.2,143.1,-9.7,39.23,TZ
Giraffatitan brancai,161.5,154.8,-9.7,39.23,TZ
Giraffatitan brancai,149.2,143.1,-9.7,39.23,TZ
Giraffatitan brancai,152.21,143.1,-9.7,39.23,TZ
Giraffatitan brancai,149.2,143.1,-9.7,39.23,TZ
Giraffatitan brancai,149.2,143.1,-9.71,39.23,TZ
Giraffatitan brancai,149.2,143.1,-9.7,39.23,TZ
Giraffatitan brancai,149.2,143.1,-9.7,39.23,TZ
Jaxartosaurus,100.5,66.0,46.4,88.7,CN
Gilmoreosaurus mongoliensis,83.6,72.2,43.77,111.93,CN
Yixianosaurus longimanus,125.77,119.57,39.88,123.44,CN
Troodon,83.6,72.2,48.54,-109.81,US
Troodon formosus,83.6,72.2,47.82,-112.66,US
Igai semkhu,83.6,72.2,24.59,30.6,EG
Bauxitornis mindszentyae,85.7,83.6,47.22,17.6,HU
Psittacosaurus gobiensis,121.4,113.2,40.99,104.07,CN
Archaeoceratops yujingziensis,121.4,113.2,40.48,98.11,CN
Prenoceratops,83.6,72.2,49.28,-112.58,CA
Coahuilaceratops magnacuerna,72.2,66.0,25.5,-101.7,MX
Ojoceratops fowleri,72.2,66.0,36.34,-108.07,US
Ojoceratops fowleri,72.2,66.0,36.34,-108.07,US
Medusaceratops lokii,83.6,72.2,48.95,-110.56,US
Tatankaceratops sacrisonorum,72.2,66.0,45.71,-103.56,US
Troodon formosus,72.2,66.0,69.83,-151.52,US
Utahceratops gettyi,83.6,72.2,37.56,-111.74,US
Utahceratops gettyi,83.6,72.2,37.56,-111.74,US
Utahceratops gettyi,83.6,72.2,37.53,-111.76,US
Nasutoceratops titusi,83.6,72.2,37.53,-111.76,US
Kosmoceratops richardsoni,83.6,72.2,37.53,-111.7,US
Utahceratops gettyi,83.6,72.2,37.49,-111.72,US
Utahceratops gettyi,83.6,72.2,37.47,-111.7,US
Utahceratops gettyi,83.6,72.2,37.47,-111.7,US
Utahceratops gettyi,83.6,72.2,37.47,-111.7,US
Utahceratops gettyi,83.6,72.2,37.42,-111.73,US
Balaur bondoc,72.2,66.0,45.99,23.57,RO
Plateosaurus,227.3,205.7,49.48,11.27,DE
Concavenator corcovatus,125.77,121.4,40.06,-1.88,ES
Ferenceratops shqiperorum,72.2,66.0,45.6,22.85,RO
Ferenceratops shqiperorum,72.2,66.0,45.62,22.78,RO
Fukuiraptor kitadaniensis,132.6,121.4,36.11,138.89,JP
Banji long,72.2,66.0,25.82,114.93,CN
Elopteryx nopcsai,72.2,66.0,45.55,22.91,RO
Ferenceratops shqiperorum,72.2,66.0,45.55,22.91,RO
Cedarpelta bilbeyhallorum,121.4,100.5,39.18,-110.11,US
Brontomerus mcintoshi,121.4,100.5,38.83,-109.27,US
Eolambia caroljonesa,100.5,93.9,38.69,-111.26,US
Iguanacolossus,139.1,132.6,38.73,-109.59,US
Falcarius,137.05,132.6,38.91,-110.11,US
Iguanacolossus fortis,139.1,132.6,38.91,-110.11,US
Spinosaurus,83.6,72.2,25.62,29.29,EG
Carcharodontosaurus,83.6,72.2,25.62,29.29,EG
Spinosaurus,83.6,72.2,25.49,29.52,EG
Tonganosaurus hei,201.4,174.7,26.34,102.14,CN
Microraptor,121.4,113.2,41.57,120.16,CN
Dapingfangornis,121.4,113.2,41.57,120.16,CN
Kol ghuva,83.6,72.2,43.66,100.9,MN
Caenagnathus,83.6,72.2,50.73,-111.51,CA
Sarahsaurus aurifontanalis,192.9,184.2,35.75,-111.08,US
Koreanosaurus boseongensis,83.6,72.2,34.71,127.2,KR
Koreanosaurus boseongensis,83.6,72.2,34.69,127.18,KR
Panamericansaurus schroederi,72.2,66.0,-38.45,-68.69,AR
Canardia garonnensis,72.2,66.0,43.18,0.72,FR
Sanjuansaurus gordilloi,237.0,227.3,-30.12,-67.9,AR
Concornis lacustris,125.77,121.4,40.06,-1.88,ES
Zhuchengceratops inexpectus,83.6,72.2,36.0,119.41,CN
Phuwiangosaurus,121.4,113.2,14.87,102.73,TH
Siamodon nimngami,121.4,113.2,14.87,102.73,TH
Sirindhorna khoratensis,121.4,113.2,14.87,102.73,TH
Staurikosaurus pricei,237.0,205.7,-29.67,-53.75,BR
Triceratops horridus,72.2,66.0,45.38,-105.3,US
Vorona berivotrensis,72.2,66.0,-15.9,46.58,MG
Rahonavis ostromi,72.2,66.0,-15.9,46.58,MG
Vorona berivotrensis,72.2,66.0,-15.91,46.58,MG
Vorona berivotrensis,72.2,66.0,-15.91,46.58,MG
Vorona berivotrensis,72.2,66.0,-15.9,46.58,MG
Ignavusaurus rachelis,201.4,192.9,-30.07,28.38,LS
Guaibasaurus,227.3,205.7,-29.68,-52.84,BR
Hypsilophodon,143.1,137.05,46.95,22.4,RO
Ouranosaurus,121.4,100.5,8.35,14.79,CM
Sektensaurus sanjuanboscoi,83.6,66.0,-45.6,-68.62,AR
Avimimus,72.2,66.0,43.58,107.78,MN
Tarbosaurus,72.2,66.0,43.87,100.02,MN
Tarbosaurus,72.2,66.0,43.82,99.98,MN
Saurolophus,72.2,66.0,43.82,99.98,MN
Saurolophus,72.2,66.0,43.87,100.13,MN
Bolong yixianensis,125.77,119.57,41.6,121.13,CN
Xixiposaurus suni,201.4,192.9,25.59,102.32,CN
Paronychodon,72.2,66.0,43.12,-104.64,US
Paronychodon,72.2,66.0,47.52,-106.4,US
Paronychodon,72.2,66.0,47.8,-106.1,US
Paronychodon,72.2,66.0,43.18,-104.53,US
Paronychodon,72.2,66.0,43.13,-104.49,US
Paronychodon,72.2,66.0,47.65,-106.2,US
Paronychodon,72.2,66.0,47.62,-106.18,US
Troodon,72.2,66.0,43.12,-104.64,US
Pectinodon,72.2,66.0,47.55,-107.13,US
Cerasinops hodgskissi,83.6,72.2,47.82,-112.18,US
Triceratops horridus,72.2,66.0,47.55,-107.12,US
Gorgosaurus libratus,83.6,72.2,47.77,-108.95,US
Xixiasaurus henanensis,89.8,72.2,33.38,111.67,CN
Jingshanosaurus xinwaensis,201.4,199.5,24.96,102.15,CN
Elopteryx nopcsai,72.2,66.0,45.55,22.92,RO
Protohadros,100.5,93.9,32.93,-97.13,US
Tenontosaurus tilletti,121.4,100.5,44.66,-107.89,US
Deinonychus antirrhopus,121.4,100.5,44.66,-107.89,US
Eodromaeus murphi,237.0,227.3,-30.07,-67.94,AR
Majungasaurus crenatissimus,72.2,66.0,-15.88,46.57,MG
Tianyulong confuciusi,168.2,152.21,40.87,119.99,CN
Leonerasaurus taquetrensis,192.9,184.2,-42.83,-69.43,AR
Qiupalong henanensis,72.2,66.0,34.02,111.65,CN
Yulong mini,72.2,66.0,34.02,111.65,CN
Yuornis junchangi,72.2,66.0,34.02,111.65,CN
Luanchuanraptor henanensis,72.2,66.0,34.02,111.65,CN
Liubangosaurus hei,121.4,113.2,22.64,107.91,CN
Jiuquanornis niui,121.4,113.2,39.86,96.78,CN
Tenontosaurus,121.4,100.5,38.5,-111.25,US
Koreaceratops hwaseongensis,113.2,100.5,37.18,126.66,KR
Jintasaurus meniscus,121.4,113.2,40.28,98.14,CN
Xuwulong yueluni,121.4,113.2,40.28,98.14,CN
Camarasaurus,154.8,143.1,38.38,-109.34,US
Spinophorosaurus nigerensis,170.9,165.3,16.68,7.74,NE
Spectrovenator ragei,121.4,113.2,-16.68,-44.36,BR
Tapuiasaurus macedoi,121.4,113.2,-16.68,-44.36,BR
Albinykus baatar,85.7,72.2,44.39,109.35,MN
Haya griva,85.7,72.2,44.39,109.35,MN
Telmatosaurus,72.2,66.0,45.57,22.93,RO
Zalmoxes,72.2,66.0,45.57,22.93,RO
Bagaceratops rozhdestvenskyi,83.6,72.2,43.3,99.6,MN
Hippodraco scutodens,137.05,132.6,38.83,-109.47,US
Melanorosaurus,227.3,201.4,-30.52,27.48,LS
Bohaiornis guoi,121.4,113.2,40.65,119.69,CN
Lewisuchus admixtus,241.464,237.0,-29.78,-67.83,AR
Barilium dawsoni,137.05,132.6,51.01,-0.15,UK
Tenontosaurus,121.4,100.5,38.83,-109.27,US
Anchiornis huxleyi,168.2,152.21,40.59,119.43,CN
Hesperornis regalis,83.6,72.2,69.32,-128.24,CA
Hesperornis regalis,83.6,72.2,69.31,-128.28,CA
Hesperornis regalis,83.6,72.2,69.3,-128.3,CA
Hesperornis regalis,83.6,72.2,69.32,-128.26,CA
Hesperornis regalis,83.6,72.2,69.39,-128.15,CA
Plateosaurus gracilis,227.3,205.7,48.08,8.64,DE
Dyslocosaurus polyonychius,154.8,143.1,43.24,-104.29,US
Plateosaurus,227.3,201.4,-30.73,27.18,ZA
Melanorosaurus,227.3,201.4,-28.83,28.07,LS
Blikanasaurus cromptoni,227.3,201.4,-29.22,27.34,ZA
Melanorosaurus readi,227.3,201.4,-29.22,27.34,ZA
Massospondylus,201.4,192.9,-28.96,27.43,ZA
Melanorosaurus,227.3,201.4,-29.88,27.35,LS
Melanorosaurus,227.3,201.4,-29.33,27.52,LS
Eucnemesaurus fortis,227.3,201.4,-28.5,27.93,ZA
Zhuchengtyrannus magnus,83.6,72.2,37.47,120.98,CN
Melanorosaurus,201.4,192.9,-29.11,27.32,ZA
Claosaurus,83.6,72.2,46.22,-109.68,US
Daemonosaurus chauliodus,205.7,201.4,36.33,-106.47,US
Limusaurus inextricabilis,161.5,154.8,45.17,88.92,CN
Limusaurus inextricabilis,161.5,154.8,45.17,88.92,CN
Elmisaurus,72.2,66.0,43.87,100.01,MN
Tarbosaurus,72.2,66.0,43.47,99.83,MN
Avimimus portentosus,72.2,66.0,43.59,107.77,MN
Avimimus portentosus,72.2,66.0,44.07,102.67,MN
Udanoceratops tschizhovi,83.6,72.2,42.08,102.17,MN
Huoshanornis huji,121.4,113.2,41.42,120.18,CN
Abrosaurus dongpoensis,170.9,154.8,29.41,104.85,CN
Drusilasaura deseadensis,100.5,89.8,-46.72,-69.67,AR
Manidens condorensis,182.9,174.7,-43.41,-69.23,AR
Bagualia alba,182.9,180.4,-43.45,-69.18,AR
Kileskus aristotocus,168.2,165.3,55.65,89.18,RU
Camptodontornis yangi,121.4,113.2,41.42,120.18,CN
Edmontonia,83.6,72.2,29.23,-103.57,US
Edmontonia,83.6,72.2,29.23,-103.57,US
Saurornitholestes,83.6,72.2,29.23,-103.57,US
Saurornitholestes,83.6,72.2,29.23,-103.57,US
Saurornitholestes,83.6,72.2,29.1,-103.17,US
Triceratops,72.2,66.0,47.62,-106.19,US
Triceratops,72.2,66.0,47.8,-106.1,US
Triceratops,72.2,66.0,47.56,-106.19,US
Thecodontosaurus,205.7,201.4,46.9,4.67,FR
Qiliania graffini,121.4,113.2,39.86,96.78,CN
Titanosaurus blanfordi,72.2,66.0,20.35,79.05,IN
Isisaurus,72.2,66.0,20.35,79.05,IN
Antarctosaurus,72.2,66.0,20.35,79.05,IN
Aucasaurus,83.6,72.2,-37.88,-68.52,AR
Alioramus remotus,72.2,66.0,43.47,100.39,MN
Rhabdodon,72.2,66.0,43.03,1.36,FR
Protognathosaurus oxyodon,170.9,154.8,29.41,104.85,CN
Rhabdodon priscus,72.2,66.0,42.93,2.26,FR
Xiaotingia zhengi,168.2,152.21,40.87,119.99,CN
Hesperornis regalis,83.6,72.2,43.01,-103.3,US
Santanaraptor placidus,119.57,113.2,-7.18,-39.73,BR
Saltriovenator zanellai,199.5,192.9,45.88,8.93,IT
Telmatosaurus,72.2,66.0,45.99,23.59,RO
Struthiosaurus,72.2,66.0,45.99,23.59,RO
Magyarosaurus,72.2,66.0,46.0,23.56,RO
Telmatosaurus,72.2,66.0,46.0,23.56,RO
Zalmoxes,72.2,66.0,46.02,23.56,RO
Struthiosaurus transylvanicus,72.2,66.0,46.02,23.56,RO
Magyarosaurus,72.2,66.0,45.99,23.57,RO
Zalmoxes,72.2,66.0,45.99,23.57,RO
Struthiosaurus,72.2,66.0,46.03,23.5,RO
Telmatosaurus transsylvanicus,72.2,66.0,46.03,23.55,RO
Zalmoxes,72.2,66.0,46.03,23.55,RO
Rhabdodon suessi,72.2,66.0,47.32,23.26,RO
Ferenceratops shqiperorum,72.2,66.0,47.32,23.26,RO
Paludititan nalatzensis,72.2,66.0,45.58,22.93,RO
Paronychodon,72.2,66.0,45.62,22.78,RO
Telmatosaurus,72.2,66.0,45.62,22.78,RO
Zalmoxes,72.2,66.0,45.62,22.78,RO
Ferenceratops shqiperorum,72.2,66.0,45.61,22.8,RO
Paronychodon,72.2,66.0,45.58,22.93,RO
Zalmoxes robustus,72.2,66.0,45.6,22.85,RO
Aeolosaurus,72.2,66.0,-21.27,-48.48,BR
Epachthosaurus,100.5,89.8,-45.29,-69.59,AR
Epachthosaurus sciuttoi,100.5,89.8,-45.32,-69.62,AR
Aberratiodontus wui,121.4,113.2,43.64,120.43,CN
Houornis caudatus,121.4,113.2,41.4,119.98,CN
Longchengornis sanyanensis,121.4,113.2,41.4,119.98,CN
Cathayornis yandica,121.4,113.2,41.75,120.0,CN
Ornithomimus,83.6,72.2,50.75,-111.52,CA
Omeisaurus jiaoi,170.9,154.8,29.41,104.85,CN
Sinotyrannus kazuoensis,121.4,113.2,41.12,119.74,CN
Alamitornis minutus,72.2,66.0,-41.95,-66.33,AR
Cathayornis yandica,121.4,113.2,41.4,119.98,CN
Songlingornis linghensis,121.4,113.2,41.4,119.98,CN
Narambuenatitan palomoi,83.6,72.2,-37.39,-69.14,AR
Petrobrasaurus puestohernandezi,89.8,83.6,-37.38,-69.07,AR
Alamosaurus sanjuanensis,72.2,66.0,36.31,-108.03,US
Bagaceratops,83.6,72.2,43.65,100.78,MN
Dongyangosaurus sinensis,100.5,89.8,29.27,120.21,CN
Tambatitanis amicitiae,113.2,110.1,35.08,135.11,JP
Luoyanggia liudianensis,121.4,100.5,34.11,112.59,CN
Diodorus scytobrachion,237.0,205.7,31.06,-8.97,MA
Shenzhousaurus orientalis,125.77,119.57,41.6,120.87,CN
Zhongjianornis yangi,121.4,113.2,40.81,119.8,CN
Jianchangornis microdonta,121.4,113.2,40.81,119.8,CN
Iguanodon bernissartensis,139.1,137.05,52.26,9.11,DE
Sazavis prisca,93.9,89.8,42.12,62.66,UZ
Gargantuavis philoinos,83.6,72.2,43.61,6.11,FR
Canadaga arctica,72.2,66.0,73.5,-79.0,CA
Lenesornis maltshevskyi,93.9,89.8,42.12,62.66,UZ
Ichthyornis minusculus,93.9,89.8,42.12,62.66,UZ
Dapingfangornis sentisorhinus,121.4,113.2,41.42,120.18,CN
Enantiornis,72.2,66.0,-26.07,-65.37,AR
Martinavis saltariensis,72.2,66.0,-26.07,-65.37,AR
Martinavis minor,72.2,66.0,-26.07,-65.37,AR
Martinavis whetstonei,72.2,66.0,-26.07,-65.37,AR
Elbretornis bonapartei,72.2,66.0,-26.07,-65.37,AR
Elbretornis,72.2,66.0,-26.07,-65.37,AR
Canadaga arctica,83.6,72.2,76.28,-91.2,CA
Allosaurus,154.8,143.1,35.56,-106.92,US
Nemegtosaurus,89.8,85.7,37.15,140.96,JP
Archaeopteryx lithographica,149.2,145.06,48.89,10.99,DE
Deinonychus,110.1,93.9,45.23,-108.81,US
Iguanodon,132.6,125.77,52.72,-1.44,UK
Acristavus gagslarsoni,83.6,72.2,47.72,-112.33,US
Acristavus gagslarsoni,83.6,72.2,37.45,-111.53,US
Parahongshanornis chaoyangensis,121.4,113.2,41.57,120.16,CN
Tornieria,149.2,143.1,-9.71,39.23,TZ
Brachiosaurus,149.2,143.1,-9.71,39.22,TZ
Alamosaurus sanjuanensis,72.2,66.0,36.34,-108.07,US
Alamosaurus sanjuanensis,72.2,66.0,36.34,-108.07,US
Alamosaurus sanjuanensis,72.2,66.0,36.34,-108.07,US
Archaeopteryx,125.77,121.4,40.22,-1.89,ES
Nanantius,106.3,100.5,-23.27,140.51,AU
Tastavinsaurus sanzi,121.4,119.57,40.65,-0.84,ES
Spinops sternbergorum,83.6,72.2,50.76,-111.39,CA
Baptornis,83.6,72.2,56.14,14.4,SE
Hesperornis rossicus,83.6,72.2,56.14,14.4,SE
Hesperornis,83.6,72.2,56.14,14.4,SE
Baptornis,83.6,72.2,56.14,14.4,SE
Hesperornis,89.8,72.2,69.42,-148.27,US
Hesperornis,83.6,72.2,43.58,-103.2,US
Longirostravis hani,125.77,119.57,41.53,121.25,CN
Archaeorhynchus spathula,125.77,119.57,41.53,121.25,CN
Propanoplosaurus marylandicus,119.57,113.2,38.98,-76.98,US
Triceratops,72.2,66.0,49.3,-108.4,CA
Schizooura lii,121.4,113.2,40.81,119.8,CN
Triceratops,72.2,66.0,45.83,-103.9,US
Spinosaurus,100.5,93.9,31.57,-4.2,MA
Gryphoceratops morrisoni,85.7,83.6,49.08,-111.44,CA
Yutyrannus huali,125.77,119.57,41.47,120.76,CN
Amphicoelias brontodiplodocus,157.9,152.21,44.05,-107.46,US
Allosaurus jimmadseni,157.9,152.21,44.05,-107.46,US
Hesperosaurus mjosi,157.9,152.21,44.05,-107.46,US
Camarasaurus,157.9,152.21,44.05,-107.46,US
Brachiosaurus,157.9,152.21,44.05,-107.46,US
Torvosaurus,157.9,152.21,44.05,-107.46,US
Ceratosaurus,157.9,152.21,44.05,-107.46,US
Camptosaurus,157.9,152.21,44.05,-107.46,US
Nanosaurus agilis,157.9,152.21,44.05,-107.46,US
Coelurus,157.9,152.21,44.05,-107.46,US
Ornitholestes,157.9,152.21,44.05,-107.46,US
Gallimimus,72.2,66.0,43.5,101.05,MN
Tarbosaurus,72.2,66.0,43.87,100.01,MN
Brodavis americanus,72.2,66.0,49.06,-107.28,CA
Brodavis baileyi,72.2,66.0,45.4,-103.65,US
Brodavis mongoliensis,72.2,66.0,43.54,99.6,MN
Struthiomimus altus,83.6,72.2,50.86,-111.14,CA
Eopinacosaurus mephistocephalus,83.6,72.2,44.23,103.3,MN
Xiangornis shenmi,121.4,113.2,41.42,120.18,CN
Lavocatisaurus agrioensis,121.4,110.1,-38.35,-69.92,AR
Yurgovuchia doellingi,139.1,132.6,38.73,-109.59,US
Geminiraptor suarezarum,137.05,132.6,38.91,-110.11,US
Australovenator wintonensis,125.77,121.4,-38.66,145.68,AU
Eocarcharia dinops,121.4,100.5,16.43,9.12,NE
Kerberosaurus manakini,72.2,66.0,49.08,130.86,RU
Protoceratops,83.6,72.2,44.15,103.72,MN
Protoceratops andrewsi,83.6,72.2,44.23,103.29,MN
Sciurumimus albersdoerferi,152.21,149.2,49.01,11.83,DE
Mandschurosaurus,121.4,100.5,16.7,105.44,LA
Mandschurosaurus,121.4,100.5,16.7,105.44,LA
Tsagantegia,100.5,83.6,44.41,109.84,MN
Bactrosaurus,93.9,83.6,43.5,107.76,MN
Velociraptor,83.6,72.2,44.15,103.72,MN
Protoceratops,83.6,72.2,44.09,102.91,MN
Oviraptor,83.6,72.2,44.05,102.82,MN
Pinacosaurus,83.6,72.2,44.05,102.82,MN
Tarbosaurus,72.2,66.0,43.82,99.98,MN
Deinocheirus mirificus,72.2,66.0,43.87,100.01,MN
Tarbosaurus,72.2,66.0,43.85,100.14,MN
Oksoko avarsan,72.2,66.0,43.85,100.14,MN
Saurolophus angustirostris,72.2,66.0,43.85,100.14,MN
Gallimimus,72.2,66.0,43.6,100.5,MN
Gallimimus,72.2,66.0,43.6,100.5,MN
Tarbosaurus,72.2,66.0,43.6,100.46,MN
Tarbosaurus,72.2,66.0,43.48,100.36,MN
Prenocephale,72.2,66.0,43.48,100.36,MN
Gallimimus,72.2,66.0,43.47,99.83,MN
Bagaceratops,83.6,72.2,43.47,99.83,MN
Tarchia,72.2,66.0,43.47,99.83,MN
Eoabelisaurus mefi,184.2,174.7,-43.78,-71.58,AR
Chromogisaurus novasi,237.0,227.3,-30.12,-67.9,AR
Leyesaurus marayensis,201.4,174.7,-31.6,-67.4,AR
Majungasaurus crenatissimus,72.2,66.0,-15.91,46.58,MG
Linhevenator tani,83.6,72.2,40.76,107.43,CN
Linhenykus monodactylus,83.6,72.2,41.74,106.74,CN
Linheraptor exquisitus,83.6,72.2,41.74,106.74,CN
Dalianraptor cuhe,121.4,113.2,41.57,120.45,CN
Ichthyovenator laosensis,121.4,113.2,16.32,105.67,LA
Nambalia roychowdhurii,227.3,205.7,19.27,79.45,IN
Jaklapallisaurus asymmetrica,227.3,205.7,19.23,79.55,IN
Jaklapallisaurus asymmetrica,227.3,201.4,19.17,79.58,IN
Huehuecanauhtlus tiquichensis,85.7,83.6,19.05,-100.71,MX
Philovenator curriei,83.6,72.2,40.76,107.43,CN
Ratchasimasaurus suranareae,121.4,113.2,14.89,101.97,TH
Omeisaurus maoianus,154.8,143.1,29.65,104.07,CN
Kosmoceratops richardsoni,83.6,72.2,37.62,-111.86,US
Talos sampsoni,83.6,72.2,37.65,-111.86,US
Acantholipan gonzalezi,83.6,72.2,28.64,-102.95,MX
Camarasaurus,149.2,143.1,44.47,-103.31,US
Bicentenaria argentina,113.2,110.1,-39.47,-68.91,AR
Microraptor hanqingi,121.4,113.2,41.49,120.23,CN
Parahesperornis alexi,85.7,83.6,38.92,-101.18,US
Parahesperornis alexi,89.8,83.6,38.75,-100.21,US
Hexing qingyi,125.77,119.57,41.58,120.95,CN
Batyrosaurus rozhdestvenskyi,85.7,72.2,46.76,64.33,KZ
Pampadromaeus barberenai,237.0,205.7,-29.65,-53.29,BR
Richardoestesia,72.2,66.0,16.81,-93.37,MX
Martharaptor greenriverensis,137.05,132.6,38.9,-110.1,US
Intiornis inexpectatus,83.6,72.2,-25.5,-64.72,AR
Udelartitan celeste,100.5,83.6,-31.97,-57.73,UY
Paronychodon,125.77,121.4,40.95,-0.77,ES
Suchomimus tenerensis,121.4,100.5,16.44,9.12,NE
Mochlodon vorosi,85.7,83.6,47.22,17.6,HU
Mei long,125.77,119.57,41.6,120.91,CN
Shengjingornis yangi,121.4,113.2,40.59,119.58,CN
Carcharodontosaurus saharicus,100.5,93.9,30.88,-3.97,MA
Camarillasaurus cirugedae,125.77,121.4,40.61,-0.75,ES
Richardoestesia gilmorei,72.2,66.0,52.0,-112.88,CA
Hypacrosaurus altispinus,72.2,66.0,52.0,-112.88,CA
Troodon,72.2,66.0,52.0,-112.88,CA
Paronychodon,72.2,66.0,52.0,-112.88,CA
Hypacrosaurus altispinus,72.2,66.0,52.0,-112.88,CA
Parksosaurus warreni,72.2,66.0,52.0,-112.88,CA
Hypacrosaurus altispinus,72.2,66.0,52.0,-112.88,CA
Richardoestesia,72.2,66.0,52.0,-112.88,CA
Hypacrosaurus altispinus,72.2,66.0,52.0,-112.88,CA
Spinosaurus,143.1,100.5,4.27,35.81,KE
Xenoceratops foremostensis,83.6,72.2,49.51,-111.36,CA
Callovosaurus leedsi,165.3,161.5,52.55,-0.24,UK
Camarasaurus,154.8,143.1,40.46,-108.39,US
Diplodocus,154.8,143.1,40.46,-108.39,US
Proa valdearinnoensis,113.2,110.1,41.02,-0.57,ES
Iguanodon bernissartensis,139.1,137.05,52.25,9.07,DE
Nyasasaurus parringtoni,247.0,241.464,-10.28,35.23,TZ
Nyasasaurus parringtoni,247.0,241.464,-10.53,34.75,TZ
Heterodontosaurus,192.9,184.2,26.6,-99.52,MX
Gargantuavis philoinos,83.6,66.0,43.35,2.95,FR
Dashanpusaurus dongi,170.9,154.8,29.41,104.85,CN
Dilophosaurus,199.5,184.2,36.07,-111.27,US
Pegomastax africanus,201.4,192.9,-30.57,27.43,ZA
Heterodontosaurus,201.4,192.9,-30.78,27.95,ZA
Lycorhinus,192.9,184.2,-29.88,27.35,LS
Lycorhinus angustidens,201.4,192.9,-30.75,27.2,ZA
Yunnanosaurus huangi,201.4,199.5,25.17,102.08,CN
Sinosaurus triassicus,201.4,199.5,25.17,102.08,CN
Gyposaurus sinensis,201.4,199.5,25.17,102.08,CN
Sinosaurus triassicus,199.5,192.9,25.17,102.1,CN
Sinosaurus triassicus,201.4,192.9,25.18,102.09,CN
Lufengosaurus huenei,199.5,192.9,25.18,102.12,CN
Sinosaurus triassicus,199.5,192.9,25.17,102.1,CN
Yunnanosaurus huangi,199.5,192.9,25.17,102.1,CN
Yunnanosaurus huangi,201.4,199.5,25.18,102.09,CN
Yunnanosaurus huangi,199.5,192.9,25.68,104.08,CN
Yunnanosaurus robustus,199.5,192.9,25.17,102.1,CN
Yunnanosaurus robustus,199.5,192.9,25.17,102.1,CN
Sinosaurus triassicus,199.5,192.9,25.18,102.12,CN
Sinosaurus triassicus,199.5,192.9,25.15,102.07,CN
Astrophocaudia slaughteri,113.2,110.1,33.15,-97.57,US
Deinonychus antirrhopus,113.2,100.5,44.65,-107.88,US
Zephyrosaurus,113.2,100.5,44.65,-107.88,US
Deinonychus antirrhopus,121.4,100.5,44.51,-107.9,US
Microvenator celer,121.4,100.5,44.51,-107.9,US
Deinonychus antirrhopus,121.4,100.5,44.51,-107.9,US
Zephyrosaurus,121.4,100.5,44.51,-107.9,US
Tenontosaurus tilletti,121.4,100.5,44.51,-107.9,US
Sauropelta edwardsorum,121.4,100.5,44.51,-107.9,US
Deinonychus antirrhopus,121.4,100.5,44.5,-107.82,US
Zephyrosaurus,121.4,100.5,44.5,-107.82,US
Sauropelta edwardsorum,121.4,100.5,44.5,-107.82,US
Deinonychus antirrhopus,121.4,100.5,44.83,-108.31,US
Deinonychus antirrhopus,121.4,113.2,45.19,-108.81,US
Tenontosaurus tilletti,121.4,113.2,45.19,-108.81,US
Deinonychus antirrhopus,121.4,113.2,45.19,-108.8,US
Tenontosaurus tilletti,121.4,100.5,45.24,-108.8,US
Triceratops,72.2,66.0,46.41,-103.5,US
Tyrannosaurus rex,72.2,66.0,46.41,-103.5,US
Triceratops,72.2,66.0,46.41,-103.5,US
Tyrannosaurus rex,72.2,66.0,46.41,-103.5,US
Zuolong salleei,161.5,154.8,45.19,88.92,CN
Teratophoneus curriei,83.6,72.2,37.45,-111.53,US
Machairasaurus leptonychus,83.6,72.2,41.7,106.76,CN
Haplocheirus sollers,161.5,154.8,45.19,88.92,CN
